1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
  0.9063139, 0.092174552, 0.0015060637, 5.3898189e-06, 0, 0, 0, 0, 0, 0, 0
  0.81867003, 0.17538269, 0.0059041171, 4.3118551e-05, 0, 0, 0, 0, 0, 0, 0
  0.73686677, 0.24997368, 0.013013953, 0.0001455251, 0, 0, 0, 0, 0, 0, 0
  0.66070288, 0.31629679, 0.022655364, 0.00034494841, 0, 0, 0, 0, 0, 0, 0
  0.58997679, 0.37470129, 0.034648143, 0.00067372731, 0, 0, 0, 0, 0, 0, 0
  0.52448726, 0.42553645, 0.048812084, 0.0011642008, 0, 0, 0, 0, 0, 0, 0
  0.46403271, 0.4691515, 0.064966977, 0.0018487077, 0, 0, 0, 0, 0, 0, 0
  0.40841195, 0.50589585, 0.082932621, 0.0027595873, 0, 0, 0, 0, 0, 0, 0
  0.35742337, 0.53611863, 0.10252881, 0.0039291778, 0, 0, 0, 0, 0, 0, 0
  0.3108657, 0.56016916, 0.12357532, 0.0053898185, 0, 0, 0, 0, 0, 0, 0
  0.26853746, 0.57839668, 0.14589196, 0.0071738488, 0, 0, 0, 0, 0, 0, 0
  0.23023733, 0.59115052, 0.16929853, 0.0093136067, 0, 0, 0, 0, 0, 0, 0
  0.19576381, 0.59877998, 0.19361481, 0.011841431, 0, 0, 0, 0, 0, 0, 0
  0.16491558, 0.60163414, 0.21866056, 0.014789661, 0, 0, 0, 0, 0, 0, 0
  0.13749118, 0.60006249, 0.24425563, 0.018190635, 0, 0, 0, 0, 0, 0, 0
  0.11328924, 0.59441417, 0.2702198, 0.022076698, 0, 0, 0, 0, 0, 0, 0
  0.092108347, 0.5850386, 0.29637289, 0.026480183, 0, 0, 0, 0, 0, 0, 0
  0.073747098, 0.57228488, 0.32253462, 0.031433422, 0, 0, 0, 0, 0, 0, 0
  0.058004089, 0.55650234, 0.34852481, 0.036968768, 0, 0, 0, 0, 0, 0, 0
  0.044677921, 0.53804028, 0.37416327, 0.043118548, 0, 0, 0, 0, 0, 0, 0
  0.033567183, 0.51724792, 0.39926976, 0.049915113, 0, 0, 0, 0, 0, 0, 0
  0.024470476, 0.49447462, 0.42366415, 0.05739079, 0, 0, 0, 0, 0, 0, 0
  0.017186398, 0.47006959, 0.44716614, 0.065577924, 0, 0, 0, 0, 0, 0, 0
  0.011513543, 0.44438204, 0.46959555, 0.074508853, 0, 0, 0, 0, 0, 0, 0
  0.0072505111, 0.41776133, 0.49077225, 0.084215924, 0, 0, 0, 0, 0, 0, 0
  0.0041958978, 0.39055672, 0.51051593, 0.09473145, 0, 0, 0, 0, 0, 0, 0
  0.0021482997, 0.36311752, 0.52864647, 0.1060878, 0, 0, 0, 0, 0, 0, 0
  0.00090631389, 0.3357929, 0.54498351, 0.11831729, 0, 0, 0, 0, 0, 0, 0
  0.00026853746, 0.30893219, 0.55934703, 0.13145229, 0, 0, 0, 0, 0, 0, 0
  3.3567183e-05, 0.28288463, 0.57155669, 0.14552508, 0, 0, 0, 0, 0, 0, 0
  0, 0.25799954, 0.58143246, 0.16056809, 0, 0, 0, 0, 0, 0, 0
  0, 0.23456003, 0.58884215, 0.17659277, 5.0862632e-06, 0, 0, 0, 0, 0, 0
  0, 0.21258503, 0.5938471, 0.19352722, 4.0690105e-05, 0, 0, 0, 0, 0, 0
  0, 0.19202727, 0.5965566, 0.21127884, 0.0001373291, 0, 0, 0, 0, 0, 0
  0, 0.17283951, 0.59708011, 0.22975491, 0.00032552084, 0, 0, 0, 0, 0, 0
  0, 0.15497449, 0.59552699, 0.24886273, 0.00063578284, 0, 0, 0, 0, 0, 0
  0, 0.13838498, 0.5920068, 0.26850963, 0.0010986328, 0, 0, 0, 0, 0, 0
  0, 0.12302376, 0.58662874, 0.28860295, 0.0017445881, 0, 0, 0, 0, 0, 0
