0, 0, 0, 0.0067698164, 0.37731424, 0.56881201, 0.047103882, 0, 0, 0, 0
  0, 0, 0, 0.0087890625, 0.398112, 0.55240887, 0.040690102, 0, 0, 0, 0
  0, 0, 0, 0.01117452, 0.41878763, 0.53515112, 0.034886681, 0, 0, 0, 0
  0, 0, 0, 0.0087890625, 0.398112, 0.55240887, 0.040690102, 0, 0, 0, 0
  0, 0, 0, 0.0087890625, 0.398112, 0.55240887, 0.040690102, 0, 0, 0, 0
  0, 0, 0, 0.0087890625, 0.398112, 0.55240887, 0.040690102, 0, 0, 0, 0
  0, 0, 0, 0.0087890625, 0.398112, 0.55240887, 0.040690102, 0, 0, 0, 0
  0, 0, 0, 0.0067698164, 0.37731424, 0.56881201, 0.047103882, 0, 0, 0, 0
  0, 0, 0, 0.0050862627, 0.35648599, 0.58426917, 0.054158531, 0, 0, 0, 0
  0, 0, 0, 0.0087890625, 0.398112, 0.55240887, 0.040690102, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0.0026041667, 0.31510416, 0.61197913, 0.0703125, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0.0026041667, 0.31510416, 0.61197913, 0.0703125, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0.0026041667, 0.31510416, 0.61197913, 0.0703125, 0, 0, 0, 0
  0, 0, 0, 0.0026041667, 0.31510416, 0.61197913, 0.0703125, 0, 0, 0, 0
  0, 0, 0, 0.0026041667, 0.31510416, 0.61197913, 0.0703125, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0.0067698164, 0.37731424, 0.56881201, 0.047103882, 0, 0, 0, 0
  0, 0, 0, 0.0067698164, 0.37731424, 0.56881201, 0.047103882, 0, 0, 0, 0
  0, 0, 0, 0.0037078857, 0.33571881, 0.59868878, 0.06188456, 0, 0, 0, 0
  0, 0, 0, 0, 0.15152486, 0.66570532, 0.18276469, 5.0862632e-06, 0, 0, 0
  0, 0, 0, 0, 0.0703125, 0.61197913, 0.31510416, 0.0026041667, 0, 0, 0
  0, 0, 0, 0, 0.0087890625, 0.398112, 0.55240887, 0.040690102, 0, 0, 0
  0, 0, 0, 0, 0.01117452, 0.41878763, 0.53515112, 0.034886681, 0, 0, 0
